Date;Plat
2012-10-11;Pâté de foie bio
2012-10-11;salsifis  beurreProvençal
2012-10-12;Courgettes à la tomate
2012-10-15;Semoule
2012-10-17;raisin
2012-10-18;Poulet rôti fermier SDA
2012-10-23;Riz
2012-10-25;Yaourt aro
2012-10-29;Ile flottante
2012-10-30;Salde de riz, maïs, tomate
2012-10-31;St Paulin
2012-11-02;Lait
2012-11-08;haricots beurre
2012-11-09;Clémentines
2012-11-13;Radis / beurre
2012-11-16;Poisson meunière
2012-11-16;Camenbert
2012-11-20;Taboulé
2012-11-21;Emincé de volaille aux raisins
2012-11-27;Rôti de porc
2012-11-27;jus de veau
2012-11-28;Concombres
2012-12-03;Pommes sautées
2012-12-07;Edam
2012-12-11;Colombo de porc
2012-12-11;davigel
2012-12-12;et fruits de mer
2012-12-17;Mogettes
2012-12-19;Brocolis
2012-12-24;Saumon sauce beurre blanc
2012-12-27;St Paulin
2012-12-28;Velouté de lentilles
2012-12-28;salade de mâche
2013-01-04;salade carnaval (Maïs, tomates, concombres)
2013-01-10;escalope de poulet au jus
2013-09-02;service minimum, 4CL
2013-09-02;Pique-nique
2013-09-06;Poisson sauce beurre blanc
2013-09-09;St paulin
2013-09-10;repas depannage
2013-09-11;Eclair
2013-09-13;tagliatelles
2013-09-17;Sauté de bœuf Bourguignon
2013-09-17;Crème de gruyère
2013-09-18;Poisson en sauce surgelé
2013-09-18;Chèvre
2013-09-19;jambon fumé
2013-09-25;Saucisse de Toulouse
2013-09-26;Courgettes/pommes de terre ( smr)
2013-10-02;salade carnaval (Maïs, tomate, concombres)
2013-10-02;Banane
2013-10-04;Crêpe au fromage
2013-10-04;Edam
2013-10-10;Légumes poêlés et potatoes D'Aucy
2013-10-11;Betteraves râpées bio
2013-10-16;OMELETTE
2013-10-17;roti de dinde
2013-10-29;Yaourt aromatisé
2013-11-05;Paëlla poulet fruits de mer
2013-11-07;Bourguignon
2013-11-08;Epinards
2013-11-15;Betteraves râpées bio
2013-11-18;Gouda
2013-11-20;Tomme blanche
2013-11-26;Potage potiron+croutons
2013-11-26;Sauté de dinde chasseur
2013-12-04;dés de betteraves
2013-12-04;Camembert
2013-12-06;carottes râpées
2013-12-09;sauté de bœuf Bourguignon
2013-12-11;Petits pois
2013-12-11;St nectaire
2013-12-11;Clémentines
2013-12-13;Tarte pommes
2013-12-18;coquillettes
2013-12-19;rillette de saumon fumée
2013-12-19;mini Blinis
2013-12-19;Pommes duchesse
2013-12-20;Fromage blanc/abricots
2013-12-26;REPAS DE NOEL
2013-12-26;crème anglaise
2014-01-08;rôti de dinde
2014-01-09;pas de repas allergies
2014-01-13;Jambon fumé
2014-01-15;sauce Vallée d'Auges
2014-01-16;Frites
2014-01-17;sauce au cumin
2014-01-17;Pomme bio
2014-01-22;concombres
2014-01-22;Flan caramel
2014-01-24;Gratinée de légumes
2014-01-27;Saucisse de Toulouse
2014-01-28;Potage tomate / vermicelle
2014-01-30;Pommes noisettes
2014-01-31;Riz
2014-02-03;Endives
2014-02-05;Poisson meunière
2014-02-05;Banane
2014-02-13;Rôti de veau
2014-02-13;jus de veau
2014-02-19;Pizza
2014-02-25;Fromage blanc
2014-02-26;Salade carnaval (Maïs, tomate, concombres)
2014-02-26;sauté de Bœuf
2014-02-26;Flageolets
2014-02-27;Banane
2014-02-28;Betteraves râpées bio
2014-02-28;Palet brocolis/carottes
2014-03-03;Chèvre
2014-03-06;Pâtes à la bolognaise cap44
2014-03-10;Pamplemousse
2014-03-11;Crème vanille
2014-03-12;sauté de bœuf Cap44
2014-03-17;Hachis Parmentier
2014-03-18;Nuggets de volaille
2014-03-20;Rôti de bœuf/ketchup
2014-03-21;Salade de riz agro
2014-03-24;Salade de pâtes agro
2014-03-24;Choux fleurs au gratin agro
2014-04-09;merguez de volaille
2014-04-16;Yaourt aromatisé
2014-04-17;Yaourt fermier bio
2014-04-21;Pâques
2014-04-23;Salade de pâtes agro
2014-04-24;des de chevre
2014-04-24;Semoule (Kidysalt)
2014-05-02;Riz
2014-05-02;Chanteneige
2014-05-05;Steak de soja tomate basilic
2014-05-06;Sauté de dinde
2014-05-06;Edam
2014-05-07;Rôti de bœuf Terre à l'assiette
2014-05-20;Feuilleté fromage C'Pierre Clot
2014-05-22;Flageolets boîte
2014-05-27;PA vendredi
2014-05-27;Poisson meunière
2014-05-28;rôti de dinde
2014-05-28;ketchup
2014-05-28;Chips
2014-06-03;Radis / beurre
2014-06-03;Cantal
2014-06-05;KYDISALT
2014-06-10;Crème dessert vanille St Père
2014-06-12;Compote pomme-framboise
2014-06-17;Poisson meunière
2014-06-18;Pizza
2014-06-18;Macédoine mayo
2014-06-20;Cerises
2014-06-26;Boulettes de viande
2014-06-26;sauce tagine
2014-07-09;Radis/beurre
2014-07-10;Lasagnes
2014-07-21;Edam
2014-07-23;Jambon fumé
2014-07-25;Salade de pommes de terre (Besson)
2014-07-28;Grignottes de poulet froides
2014-07-29;Tomates cerise
2014-08-06;sauté de dindebigarrade
2014-08-18;Marmelade de pommes
2014-08-19;Choux blancs / mimolette
2014-08-19;Riz
2014-08-20;Pastèque
2014-08-22;salade de lentilles (Lentilles, tomate, maïs)
2014-08-22;Omelette
2014-08-25;et fruits de mer
2014-08-27;Carottes râpées
2014-08-27;Fromage blanc
2014-09-01;Pique-nique CL
2014-09-02;radis
2014-09-04;Camembert
2014-09-11;jus de veau
2014-09-12;Edam
2014-09-15;et ses légumes Collet
2014-09-17;Radis/beurre
2014-09-18;Sauté de dinde dijonnaise
2014-09-19;Choux fleurs au gratin
2014-09-29;Epinards maison
2014-09-30;Feuilleté fromage
2014-09-30;Poêlée Victoria agro
2014-10-01;Poisson surgelé sauce beurre blanc
2014-10-03;Tagliatelles
2014-10-08;lentilles cuisinée
2014-10-10;Poire
2014-10-14;Omelette
2014-10-16;Gratinée de légumes
2014-10-17;Choux blancs bio vinaigrette au miel
2014-10-17;Pommes vapeur
2014-10-20;Pâtes bio  à la
2014-10-20;bolognaise (Terre à l'assiette)
2014-10-21;Salade au chèvre
2014-10-21;Lentilles cuisinées Bio
2014-10-23;Crêpe au fromage
2014-10-24;Epinards
2014-10-29;Lait bio
2014-10-31;salade verte au thon
2014-10-31;Dhall de lentilles
2014-11-03;beurre
2014-11-05;Riz
2014-11-05;Banane
2014-11-06;timbale de porc et râpé
2014-11-06;timbale de dinde
2014-11-06;Yaourt bio
2014-11-07;demi œuf
2014-11-10;salade verte
2014-11-12;jambon fumee
2014-11-18;salade verte
2014-11-19;Pomme
2014-11-21;omelette
2014-11-24;sauce Bolognaise
2014-11-25;Mâche au surimi
2014-11-25;jambon fumé
2014-11-25;jambon de dinde+
2014-11-28;epinards à la creme
2014-12-02;Gratin de choux fleurs
2014-12-02;Tomme blanche
2014-12-03;Endives à la mimolette
2014-12-04;Danette goûter lait
2014-12-10;Chèvre
2014-12-12;concombes crème
2014-12-12;blé bio /ratatouille
2014-12-17;jambon de dinde
2014-12-18;repas de noel sous les tropiques
2014-12-18;jus d'orange classique
2014-12-18;chocolat = 18225
2014-12-22;semoule de couscous
2014-12-23;rôti de dinde
2014-12-29;Poire
2015-01-02;chanteneige
2015-01-06;lentilles bio cuisinées
2015-01-08;Potage tomate/vermicelle
2015-01-12;Haché de volaille+ketchup
2015-01-13;Courgette à la tomate
2015-01-13;Poire
2015-01-14;rôti de dinde
2015-01-15;Sauté de veau sauce aigre douce
2015-01-16;Carottes BIO râpées / demi-œuf
2015-01-21;Riz/ratatouille
2015-01-21;St Paulin individuel gratuit
2015-01-21;salade de fruits frais Bharlev (Pro à Pro) (voir prix)
2015-01-23;Poisson+ sauce crustacés
2015-01-27;Ananas
2015-01-28;Rondelé ail et fines herbes gratuits
2015-01-28;Flan caramel
2015-01-29;Choux rouges râpés
2015-01-29;1 carton gratuit pour 8 achetés
2015-02-02;expé en poche
2015-02-05;timbale de pâtes dinde
2015-02-06;Omelette
2015-02-09;Pâtes à la bolognaise Terre à l'assiette
2015-02-10;Concombres
2015-02-16;Haché de volaille
2015-02-20;Pâtes tortis
2015-02-24;Omelette
2015-02-25;Cocktail de fruits
2015-03-05;Mâche aux noix
2015-03-06;Taboulé
2015-03-06;Kiwi bio
2015-03-09;Salade de blé bio et betteraves
2015-03-09;Jambon fumé
2015-03-10;Parmentier de poisson
2015-03-10;Fromage de brebis/vache
2015-03-10;Cocktail de fruits au sirop et litchee
2015-03-11;"Salade carnaval (maïs, concombres, 
dés de tomates bio PPfruit)"
2015-03-13;Pomme bio
2015-03-17;Frites
2015-03-23;Salade de fruits frais Pro à Pro
2015-03-24;Purée p de terre
2015-03-25;Mâche/gruyère
2015-03-31;Palet broco/carottes
2015-03-31;st Paulin
2015-04-01;Purée de patate douce
2015-04-02;Pâtes
2015-04-03;Pommes de terre smile
2015-04-10;Tarte au fromage
2015-04-17;Banane
2015-04-22;Choux rouges
2015-04-24;Tarte au citron
2015-04-27;Orange
2015-04-29;Semoule
2015-05-06;Epinards
2015-05-07;Eclair chocolat
2015-05-11;Pizza
2015-05-13;Poisson surgelé
2015-05-13;Carottes 5/1
2015-05-15;SANS CLASSE
2015-05-18;Ile flottante
2015-05-19;Radis/beurre
2015-05-19;Cocktail de fruits au sirop
2015-05-28;Poisson surgelé
2015-06-01;Gaspacho/dés de chèvre
2015-06-02;Sauce au poivre
2015-06-03;Salade de pâtes Marco Polo au saumon et râpé
2015-06-05;Froamge Belle de Nantes
2015-06-09;salade verte / mimolette
2015-06-09;Pommes noisettes
2015-06-10;Rilletes de thon + citrons
2015-06-12;Petits poissons panés
2015-06-16;Fruits de saison
2015-06-19;Semoule
2015-06-24;Sauce du Perray
2015-06-24;Riz
2015-06-25;Sauté de veau à l'orange
2015-06-25;Edam
2015-07-02;Salade / dés de chèvre
2015-07-10;Galette tomate/basilic+
2015-07-13;Pique-nique
2015-07-15;Grignottes de poulet
2015-07-21;et fruits de mer
2015-07-22;Rôti de bœuf
2015-07-22;Eclair chocolat
2015-07-28;Parmentier de poisson
2015-07-31;Ratatouille
2015-07-31;Chèvre
2015-08-03;Salade au surimi
2015-08-07;Poisson sauce normande
2015-08-07;Tarte grillée aux pommes
2015-08-10;Pilon de poulet confit
2015-08-11;Fruit
2015-08-14;Salade verte/demi oeuf
2015-08-21;Carottes râpées
2015-08-21;Poisson beurre blanc
2015-08-21;Riz
2015-08-24;Liégeois choco
2015-09-02;coquillette+râpé
2015-09-03;Pastèque
2015-09-07;Edam
2015-09-09;salade vendéenne au thon
2015-09-09;Pomme
2015-09-11;CCAS : prévoir autre fromage
2015-09-11;sauce poisson
2015-09-17;Poire
2015-09-18;plateau de fromages
2015-09-23;Haricots verts
2015-09-24;Salade de Pommes de terre bio ARIA (PdT, tomates, concombres)
2015-09-24;Poulet fermier SDA
2015-09-25;salade verte + noix
2015-09-25;riz Basmati
2015-09-28;Tomme des Pyrénées
2015-09-28;Gâteau au yaourt
2015-10-01;Tomates / surimi
2015-10-02;plateau de fromages
2015-10-05;Lasagnes
2015-10-06;Riz
2015-10-07;CCAS : Rillette de maquereaux
2015-10-12;Pomme
2015-10-14;Compote pommes / chataigne
2015-10-16;plateau de fromage
2015-10-16;Pruneaux au sirop
2015-10-21;Fromage blanc
2015-10-23;Radis/beurre
2015-10-27;Poisson beurre blanc
2015-10-27;CCAS : poisson frais
2015-10-27;Poire
2015-10-30;Crème dessert chocolat
2015-11-02;Pamplemousse
2015-11-03;jambon fumé
2015-11-04;Sauté bœuf
2015-11-04;Terre à l'assiette
2015-11-04;Clémentines
2015-11-05;Banane
2015-11-06;Carottes râpées bio
2015-11-06;Tomme noire
2015-11-06;tarte aux fruits
2015-11-10;Salade carnaval (Maïs, tomates, concombres)
2015-11-10;Purée de légumes verts
2015-11-13;Pâtes
2015-11-20;saumon fumée / sce creme
2015-11-26;Belle de Nantes
2015-11-27;Haché de colin Assiette Bleue
2015-12-01;Pommes rissolées
2015-12-08;Pâtes
2015-12-09;Sauté de veau
2015-12-09;Blé bio
2015-12-10;Rôti de porc
2015-12-10;Fromage bio
2015-12-10;Clémentines
2015-12-17;Chantilly
2015-12-17;Jus d'orange
2015-12-21;Semoule au lait
2015-12-22;ketchup
2015-12-24;Entremet pomme / caramel
2016-01-07;Tomme noire
2016-01-08;Carottes râpées bio
2016-01-11;Edam
2016-01-19;Sauté de veau
2016-01-20;Cassollette de poisson
2016-01-21;Concombres à la vinaigrette
2016-01-22;Potatoes roty  Mac Cain
2016-01-22;Pomme bio
2016-01-27;Pamplemousse
2016-01-28;Sauté de bœuf BBC
2016-01-29;Clémentines
2016-02-01;Orange
2016-02-02;Lait bio
2016-02-04;Fromage blanc/abricots secs
2016-02-05;Courgettes à la tomate
2016-02-05;Banane
2016-02-08;Mache au surimi
2016-02-10;Pamplemousse
2016-02-15;Sauté de dinde
2016-02-16;Crêpe au fromage
2016-02-16;Poisson beurre blanc
2016-02-19;sauce aux légumes curry lait coco
2016-02-22;Flan caramel
2016-02-23;Beignet chocolat
2016-02-24;Concombres
2016-02-24;Po noisettes
2016-02-25;Nem
2016-02-26;Nuggets de poisson
2016-03-01;Pommes de terre sautés (potatoes roty)
2016-03-04;Kiwi bio
2016-03-08;Yaourt mixé aux fruits
2016-03-14;Pilons de poulet confit
2016-03-15;Gratinée de légumes
2016-03-15;Pomme bio
2016-03-16;Carottes râpées bio
2016-03-21;Endives à la mimolette
2016-03-22;Purée de légumes verts
2016-03-23;Parmentier de poisson
2016-03-25;fromage Belle de Nantes
2016-03-29;PPMS
2016-03-29;Creme chocolat bio
2016-03-29;Compote indiv
2016-03-31;Compote 5/1
2016-04-05;Coquillettes + Emmental
2016-04-06;Carnaval
2016-04-11;Petits pois
2016-04-12;Salade de lentilles (Lentilles bio, maïs, tomates)
2016-04-14;Rôti de bœuf Terre à l'assiette
2016-04-20;Bœuf braisé Terre à l'assiette
2016-04-21;Beignet pomme
2016-04-22;Po rissolées
2016-04-26;Choux blancs bio mimolette
2016-04-27;Tomates/Demi-oeuf
2016-04-27;mogettes de vendée surgelée
2016-04-27;Camembert
2016-04-28;Tartithon
2016-04-28;Raviolis
2016-04-29;Brocolis à la crème
2016-05-04;Salade de pâtes maison
2016-05-10;Ile flottante
2016-05-17;Pizza
2016-05-23;Melon
2016-05-24;Sauté de veau marengo
2016-05-25;Salade au chèvre
2016-05-31;Choux rouges
2016-06-01;timbale de pâtes
2016-06-03;Salade Western
2016-06-06;tarte au fromage
2016-06-06;Sauté de porc BBC aux pruneaux
2016-06-08;Haché de poulet
2016-06-08;Cantal
2016-06-09;Chou blanc  mimolette
2016-06-10;Poisson au beurre blanc
2016-06-13;Pommes campagnardes (quartiers avec peau en frais)
2016-06-13;Dessert végétal abricot goyave
2016-06-21;Gratin de choux fleurs
2016-06-21;Camembert
2016-06-22;Rôti de dinde
2016-06-24;Petits suisses aro
2016-06-29;Chèvre
2016-07-04;St Paulin
2016-07-07;Haricot verts/haricots beurre
2016-07-13;Abricots
2016-07-18;Fromage blanc
2016-07-19;Nuggets de poisson
2016-07-19;Mimolette
2016-07-21;Camembert
2016-07-22;Salade verte  au surimi
2016-07-25;Pastèque
2016-07-27;Crème de gruyère
2016-07-28;Pizza
2016-07-28;Brocolis
2016-07-29;Salade verte
2016-08-02;Rôti de dinde
2016-08-05;Fruit de saison
2016-08-16;Salade de pâtes agro
2016-08-17;Concombres vgte
2016-08-18;Melon
2016-08-18;ketchup
2016-08-22;Pastèque
2016-08-22;Filet de poulet au jus
2016-08-23;Radis/beurre
2016-08-25;Brocolis
2016-08-25;Chèvre
2016-08-29;Compote de pomme
2016-08-31;Poisson sauce aux baies roses
2016-08-31;Gâteau (stock)
2016-09-01;Melon
2016-09-02;Filet de poisson meunière
2016-09-05;Haché de poulet*
2016-09-06;Saumon sauce normande
2016-09-07;Crêpe au fromage
2016-09-14;Poêlée méditerranéenne
2016-09-15;menu depannage
2016-09-19;Sauté de veau* à la basquaise
2016-09-21;Marmelade de pommes
2016-09-22;Mogettes
2016-09-23;Salade verte / demi-oeuf bio
2016-09-23;Yaourt aux fruits mixés
2016-09-26;Haricots verts/haricots beurre
2016-09-28;Paëlla au poulet
2016-09-28;Kiwi bio°
2016-10-04;Sauté de canard sauce maraichère
2016-10-05;Salade verte aux noix
2016-10-07;Poisson pané
2016-10-07;Fromage Le Mouillotin
2016-10-12;Sauté de boeuf* sauce mexicaine
2016-10-17;Jambon fumé
2016-10-25;Marmelade de pomme
2016-10-27;Tomme noire
2016-11-04;Filet de poisson meunière
2016-11-08;Crème dessert végétal au chocolat
2016-11-09;MELANGE DE TROIS RIZ
2016-11-10;Choux blancs bio° à la mimolette
2016-11-15;Betteraves aux dés de gruyère
2016-11-21;Banane
2016-11-23;Edam
2016-11-24;Sauté de boeuf* bourguignon
2016-11-28;Radis
2016-11-30;Suisse aromatisé
2016-12-01;Poulet fermier d'Ancenis
2016-12-02;Poisson pané
2016-12-05;Paupiette de volaille aux raisins
2016-12-07;Tarte normande aux pommes
2016-12-08;Gratin dauphinois
2016-12-09;Oeuf dur bio° / mayonnaise
2016-12-09;Sauce au curry menu
2016-12-09;Riz basmati
2016-12-12;Betteraves
2016-12-12;Hachis Parmentier*
2016-12-15;Cake au chevre et tomates confites et son mesclun
2016-12-15;Tropézienne
2016-12-16;Fromage Belle de Nantes°
2016-12-19;Chili con carne*
2016-12-21;Banane
2016-12-22;Chocolat de noel
2016-12-23;Mimolette
2016-12-26;Pomme bio°
2016-12-29;Choux rouges au surimi
2017-01-04;Banane
2017-01-05;Emincé de volaille au curry
2017-01-05;CAROTTES AU BEURRE
2017-01-05;Fromage Belle de Nantes°
2017-01-06;Salade de mâche et maïs
2017-01-06;Galette des rois
2017-01-09;Flan de potimarron
2017-01-10;Lait bio
2017-01-13;menu depannage
2017-01-16;Eclair au chocolat
2017-01-18;Parmentier de poisson
2017-01-18;Salade verte
2017-01-20;Macédoine de légumes
2017-01-31;Yaourt aux fruits mixés
2017-02-02;Choux blancs bio° à la mimolette
2017-02-03;Omelette bio
2017-02-08;Sauté de boeuf au gingembre
2017-02-08;Clémentines
2017-02-10;Fromage Belle de Nantes°
2017-02-13;Tomme noire
2017-02-16;Salade verte aux noix
2017-02-21;Clémentines
2017-02-22;Endives au thon
2017-02-22;Île flottante
2017-02-24;Poisson
2017-02-24;Pommes vapeur bio
2017-02-27;Lasagnes* napolitaines
2017-02-28;Pommes noisettes
2017-03-03;Salade composée (riz,mais,tomates)
2017-03-08;Marmelade de pommes
2017-03-08;Banane
2017-03-10;Fromage Belle de Nantes°
2017-03-13;Salade coleslaw
2017-03-15;Sauté de veau*
2017-03-22;Demi-pamplemousse
2017-03-22;Tarte normande aux pommes
2017-03-27;Gâteau marbré au chocolat
2017-03-29;Carottes râpées bio
2017-03-31;Riz basmati
2017-04-03;sauce au poivre
2017-04-05;Lentilles bio
2017-04-06;Fromage Belle de Nantes°
2017-04-12;Ketchup
2017-04-18;Roulé au fromage
2017-04-18;Pilon de poulet confit
2017-04-21;Emmental
2017-04-27;Flan caramel
2017-05-10;Saint-Nectaire
2017-05-12;Ratatouille
2017-05-15;Petits pois
2017-05-22;Melon
2017-05-22;Jambon fumé
2017-05-22;Ratatouille
2017-05-23;Batonnets de concombres sauce crème
2017-05-29;Camembert
2017-05-29;Salade de fruits frais (ananas, pastèque, melon, pomme, ora)
2017-06-01;Pâtes semi-complètes bio
2017-06-07;Poisson beurre citronné
2017-06-07;Yaourt au citron BBC°
2017-06-08;Salade verte au surimi
2017-06-08;Timbale de pâtes aux lardons
2017-06-12;Yaourt aux fruits mixés
2017-06-13;Rôti de boeuf*
2017-06-13;Purée de légumes verts
2017-06-13;Eclair au chocolat
2017-06-14;Tomates
2017-06-15;Poulet fermier d'Ancenis
2017-06-19;Gaspacho / croûtons
2017-06-22;Saute de veau bio*° au citron
2017-06-27;Céréales gourmandes bio
2017-06-28;Radis bio
2017-06-30;Concombres
2017-06-30;Saint-Paulin
2017-07-03;Coupelle de rillettes de thon
2017-07-03;Salade carnaval (tomates, maïs, concombres)
2017-07-12;Mimolette
2017-07-13;Saucisses de porc bio
2017-07-13;Lentilles bio
2017-07-17;Melon
2017-07-18;Salsifis
2017-07-19;Rôti de porc
2017-07-20;carottes râpées
2017-07-20;Yaourt aromatisé
2017-07-21;Camembert
2017-07-25;Concombres
2017-08-07;Eclair au chocolat
2017-08-10;Saucisses de porc bio
2017-08-11;Poisson pané
2017-08-11;Purée de pommes de terre
2017-08-17;Yaourt aromatisé
2017-08-18;Epinards à la crème
2017-08-21;Carottes bio au cumin
2017-08-23;Fromage fondu au chèvre
2017-08-28;Pommes noisettes
2017-08-31;Salade de maïs au thon
2017-09-04;Salade verte au maïs
2017-09-04;Lait bio
2017-09-07;Petits pois maraîcher
2017-09-08;Salade de tomates
